season,race_name,driver,team,fp1_pos,fp1_time_fastest_lap,fp2_pos,fp2_time_fastest_lap,fp3_pos,fp3_time_fastest_lap,Qualifying_Final_Grid_Position,Q1_time_seconds,Q1_position,Q1_fastest_lap,Q2_time_seconds,Q2_position,Q2_fastest_lap,Q3_time_seconds,Q3_position,Q3_fastest_lap,Race_Finishing_Position,fastest_lap
2024,Dutch Grand Prix,ALO,Aston Martin,15.0,1:14.466,6.0,1:11.356,5.0,1:21.460,7,71.493,8.0,1:11.492,70.845,10.0,1:10.844,70.633,7.0,1:10.632,10.0,1:14.757
2024,Dutch Grand Prix,BOT,Sauber,,,18.0,1:12.206,3.0,1:21.155,17,72.168,17.0,1:12.168,,,,,,,19.0,1:15.822
2024,Dutch Grand Prix,GAS,Alpine,,,14.0,1:11.644,1.0,1:20.311,9,71.718,13.0,1:11.718,70.815,9.0,1:10.814,70.977,10.0,1:10.977,9.0,1:14.855
2024,Dutch Grand Prix,HAM,Mercedes,3.0,1:13.006,3.0,1:10.813,15.0,1:24.097,11,71.375,5.0,1:11.375,70.948,12.0,1:10.947,,,,8.0,1:13.878
2024,Dutch Grand Prix,HUL,Haas,8.0,1:13.563,20.0,1:13.296,9.0,1:22.353,13,71.832,14.0,1:11.831,71.215,14.0,1:11.215,,,,11.0,1:15.656
2024,Dutch Grand Prix,LEC,Ferrari,13.0,1:14.305,9.0,1:11.442,16.0,1:24.158,6,71.37,4.0,1:11.370,70.689,6.0,1:10.688,70.582,6.0,1:10.581,3.0,1:14.584
2024,Dutch Grand Prix,MAG,Haas,9.0,1:13.596,8.0,1:11.430,2.0,1:20.450,14,71.63,12.0,1:11.629,71.295,15.0,1:11.295,,,,18.0,1:14.953
2024,Dutch Grand Prix,NOR,McLaren,1.0,1:12.322,4.0,1:10.960,4.0,1:21.387,1,71.377,6.0,1:11.376,70.496,1.0,1:10.495,69.673,1.0,1:09.673,1.0,1:13.816
2024,Dutch Grand Prix,OCO,Alpine,18.0,1:15.796,17.0,1:12.061,6.0,1:21.643,16,71.995,16.0,1:11.995,,,,,,,15.0,1:15.390
2024,Dutch Grand Prix,PER,Red Bull Racing,,,,,,,5,71.006,1.0,1:11.006,70.678,5.0,1:10.677,70.416,5.0,1:10.415,6.0,1:14.587
2024,Dutch Grand Prix,PIA,McLaren,7.0,1:13.230,2.0,1:10.763,7.0,1:21.849,3,71.541,10.0,1:11.540,70.505,2.0,1:10.504,70.172,3.0,1:10.171,4.0,1:14.236
2024,Dutch Grand Prix,RIC,RB,19.0,1:16.230,13.0,1:11.629,18.0,1:25.433,15,71.943,15.0,1:11.942,,,,,,,12.0,1:15.221
2024,Dutch Grand Prix,RUS,Mercedes,5.0,1:13.141,1.0,1:10.701,13.0,1:23.957,4,71.049,2.0,1:11.049,70.552,3.0,1:10.552,70.244,4.0,1:10.243,7.0,1:13.927
2024,Dutch Grand Prix,SAI,Ferrari,4.0,1:13.073,19.0,1:13.108,10.0,1:22.588,10,71.327,3.0,1:11.326,70.914,11.0,1:10.914,,,,5.0,1:14.117
2024,Dutch Grand Prix,SAR,Williams,17.0,1:15.605,15.0,1:11.817,12.0,1:23.287,20,,,,,,,,,,16.0,1:15.539
2024,Dutch Grand Prix,STR,Aston Martin,11.0,1:14.150,11.0,1:11.575,8.0,1:21.941,8,71.518,9.0,1:11.518,70.661,4.0,1:10.661,70.857,9.0,1:10.856,13.0,1:15.254
2024,Dutch Grand Prix,TSU,RB,,,,,,,12,71.603,11.0,1:11.602,70.955,13.0,1:10.954,,,,17.0,1:15.552
2024,Dutch Grand Prix,VER,Red Bull,2.0,1:12.522,5.0,1:10.986,17.0,1:24.359,2,71.393,7.0,1:11.393,70.811,8.0,1:10.811,70.029,2.0,1:10.028,2.0,1:14.751
2024,Dutch Grand Prix,ZHO,Sauber,10.0,1:13.965,16.0,1:11.933,11.0,1:23.239,18,73.261,18.0,1:13.260,,,,,,,20.0,1:15.724
2024,Emilia Romagna Grand Prix,ALB,Williams,19.0,1:20.049,18.0,1:17.135,7.0,1:16.469,14,76.524,14.0,1:16.524,76.2,14.0,1:16.200,,,,20.0,1:21.274
2024,Emilia Romagna Grand Prix,ALO,Aston Martin,10.0,1:17.867,10.0,1:16.837,18.0,1:17.338,19,76.917,19.0,1:16.917,,,,,,,19.0,1:19.004
2024,Emilia Romagna Grand Prix,BOT,Sauber,16.0,1:18.826,16.0,1:17.087,14.0,1:16.694,16,76.626,16.0,1:16.626,,,,,,,18.0,1:21.454
2024,Emilia Romagna Grand Prix,GAS,Alpine,11.0,1:17.905,15.0,1:17.063,19.0,1:17.361,15,76.015,8.0,1:16.015,76.381,15.0,1:16.381,,,,16.0,1:21.370
2024,Emilia Romagna Grand Prix,HAM,Mercedes,7.0,1:17.408,4.0,1:16.296,17.0,1:16.959,8,76.604,15.0,1:16.603,75.677,9.0,1:15.677,75.504,8.0,1:15.504,6.0,1:20.331
2024,Emilia Romagna Grand Prix,HUL,Haas,20.0,1:21.058,9.0,1:16.825,10.0,1:16.546,10,75.841,3.0,1:15.840,75.569,7.0,1:15.569,75.98,10.0,1:15.980,11.0,1:21.700
2024,Emilia Romagna Grand Prix,LEC,Ferrari,1.0,1:16.989,1.0,1:15.906,4.0,1:16.087,4,75.823,2.0,1:15.822,75.328,2.0,1:15.328,74.97,4.0,1:14.969,3.0,1:19.935
2024,Emilia Romagna Grand Prix,MAG,Haas,,,17.0,1:17.129,16.0,1:16.923,18,76.854,18.0,1:16.853,,,,,,,12.0,1:21.009
2024,Emilia Romagna Grand Prix,NOR,McLaren,8.0,1:17.602,12.0,1:16.980,2.0,1:15.828,3,75.915,5.0,1:15.915,75.371,4.0,1:15.370,74.837,3.0,1:14.837,2.0,1:19.993
2024,Emilia Romagna Grand Prix,OCO,Alpine,14.0,1:18.611,14.0,1:17.007,8.0,1:16.480,12,76.361,11.0,1:16.361,75.906,12.0,1:15.906,,,,14.0,1:21.304
2024,Emilia Romagna Grand Prix,PER,Red Bull,4.0,1:17.233,8.0,1:16.552,12.0,1:16.631,11,76.404,12.0,1:16.403,75.706,11.0,1:15.706,,,,8.0,1:19.686
2024,Emilia Romagna Grand Prix,PIA,McLaren,9.0,1:17.807,2.0,1:16.097,1.0,1:15.528,2,75.94,6.0,1:15.939,75.407,5.0,1:15.406,74.82,2.0,1:14.819,4.0,1:19.906
2024,Emilia Romagna Grand Prix,RIC,RB,13.0,1:18.141,11.0,1:16.966,11.0,1:16.560,9,76.06,9.0,1:16.060,75.691,10.0,1:15.691,75.674,9.0,1:15.674,13.0,1:21.569
2024,Emilia Romagna Grand Prix,RUS,Mercedes,2.0,1:17.093,5.0,1:16.311,5.0,1:16.094,6,76.107,10.0,1:16.106,75.671,8.0,1:15.671,75.234,6.0,1:15.233,7.0,1:18.588
2024,Emilia Romagna Grand Prix,SAI,Ferrari,3.0,1:17.120,6.0,1:16.423,3.0,1:16.066,5,76.015,7.0,1:16.015,75.512,6.0,1:15.512,75.233,5.0,1:15.233,5.0,1:20.219
2024,Emilia Romagna Grand Prix,SAR,Williams,18.0,1:19.900,20.0,1:17.847,15.0,1:16.793,20,,,,,,,,,,17.0,1:21.228
2024,Emilia Romagna Grand Prix,STR,Aston Martin,12.0,1:18.072,13.0,1:16.990,9.0,1:16.543,13,76.458,13.0,1:16.457,75.992,13.0,1:15.992,,,,9.0,1:20.569
2024,Emilia Romagna Grand Prix,TSU,RB,6.0,1:17.388,3.0,1:16.286,13.0,1:16.668,7,75.894,4.0,1:15.894,75.358,3.0,1:15.358,75.465,7.0,1:15.465,10.0,1:20.936
2024,Emilia Romagna Grand Prix,VER,Red Bull,5.0,1:17.239,7.0,1:16.447,6.0,1:16.365,1,75.762,1.0,1:15.762,75.176,1.0,1:15.176,74.746,1.0,1:14.745,1.0,1:20.365
2024,Emilia Romagna Grand Prix,ZHO,Sauber,17.0,1:19.129,19.0,1:17.605,20.0,1:17.891,17,76.834,17.0,1:16.834,,,,,,,15.0,1:21.016
2024,Hungarian Grand Prix,ALB,Williams,14.0,1:19.793,9.0,1:18.513,7.0,1:16.661,13,77.28,5.0,1:17.280,76.429,13.0,1:16.429,,,,14.0,1:23.930
2024,Hungarian Grand Prix,ALO,Aston Martin,13.0,1:19.686,10.0,1:18.519,14.0,1:17.001,7,77.624,12.0,1:17.623,76.117,7.0,1:16.117,76.043,7.0,1:16.043,11.0,1:23.063
2024,Hungarian Grand Prix,BOT,Sauber,15.0,1:19.804,11.0,1:18.585,12.0,1:16.804,12,77.487,10.0,1:17.486,76.384,12.0,1:16.384,,,,16.0,1:22.792
2024,Hungarian Grand Prix,GAS,Alpine,17.0,1:19.975,16.0,1:18.888,18.0,1:17.498,20,78.166,20.0,1:18.165,,,,,,,20.0,1:23.340
2024,Hungarian Grand Prix,HAM,Mercedes,10.0,1:19.287,7.0,1:18.362,10.0,1:16.786,5,77.087,3.0,1:17.087,76.307,10.0,1:16.307,75.854,5.0,1:15.853,3.0,1:22.153
2024,Hungarian Grand Prix,HUL,Haas,,,15.0,1:18.790,8.0,1:16.695,11,77.362,6.0,1:17.361,76.317,11.0,1:16.316,,,,13.0,1:23.460
2024,Hungarian Grand Prix,LEC,Ferrari,3.0,1:19.010,18.0,1:19.286,11.0,1:16.802,6,77.437,9.0,1:17.436,75.891,5.0,1:15.891,75.905,6.0,1:15.905,4.0,1:22.182
2024,Hungarian Grand Prix,MAG,Haas,19.0,1:20.295,6.0,1:18.314,19.0,1:17.507,15,77.851,15.0,1:17.850,76.548,15.0,1:16.548,,,,15.0,1:23.552
2024,Hungarian Grand Prix,NOR,McLaren,6.0,1:19.210,1.0,1:17.787,1.0,1:16.097,1,77.755,13.0,1:17.754,75.54,1.0,1:15.540,75.227,1.0,1:15.227,2.0,1:21.712
2024,Hungarian Grand Prix,OCO,Alpine,18.0,1:20.022,14.0,1:18.754,20.0,1:17.575,19,78.049,19.0,1:18.049,,,,,,,18.0,1:21.609
2024,Hungarian Grand Prix,PER,Red Bull,11.0,1:19.439,4.0,1:18.254,13.0,1:16.953,16,77.886,16.0,1:17.885,,,,,,,7.0,1:21.096
2024,Hungarian Grand Prix,PIA,McLaren,7.0,1:19.248,13.0,1:18.617,2.0,1:16.141,2,77.504,11.0,1:17.504,75.785,3.0,1:15.784,75.249,2.0,1:15.248,1.0,1:21.715
2024,Hungarian Grand Prix,RIC,RB,12.0,1:19.578,8.0,1:18.370,6.0,1:16.652,9,77.05,1.0,1:17.049,76.202,9.0,1:16.201,76.447,9.0,1:16.447,12.0,1:22.640
2024,Hungarian Grand Prix,RUS,Mercedes,4.0,1:19.137,5.0,1:18.293,4.0,1:16.563,17,77.968,17.0,1:17.968,,,,,,,8.0,1:20.305
2024,Hungarian Grand Prix,SAI,Ferrari,1.0,1:18.712,3.0,1:18.185,5.0,1:16.638,4,77.244,4.0,1:17.243,75.885,4.0,1:15.885,75.696,4.0,1:15.695,6.0,1:21.441
2024,Hungarian Grand Prix,SAR,Williams,16.0,1:19.885,12.0,1:18.611,16.0,1:17.168,14,77.77,14.0,1:17.769,76.543,14.0,1:16.543,,,,17.0,1:20.561
2024,Hungarian Grand Prix,STR,Aston Martin,9.0,1:19.265,17.0,1:19.179,15.0,1:17.084,8,77.405,7.0,1:17.405,76.075,6.0,1:16.075,76.244,8.0,1:16.243,10.0,1:22.337
2024,Hungarian Grand Prix,TSU,RB,8.0,1:19.260,19.0,1:19.605,9.0,1:16.743,10,77.436,8.0,1:17.436,76.121,8.0,1:16.120,76.477,10.0,1:16.477,9.0,1:23.533
2024,Hungarian Grand Prix,VER,Red Bull,2.0,1:18.989,2.0,1:18.031,3.0,1:16.379,3,77.087,2.0,1:17.087,75.77,2.0,1:15.769,75.273,3.0,1:15.272,5.0,1:20.908
2024,Hungarian Grand Prix,ZHO,Sauber,5.0,1:19.180,20.0,1:20.066,17.0,1:17.290,18,78.037,18.0,1:18.037,,,,,,,19.0,1:23.486
2024,Italian Grand Prix,ALB,Williams,8.0,1:22.219,13.0,1:21.591,8.0,1:20.596,9,80.542,8.0,1:20.542,80.314,9.0,1:20.313,80.299,9.0,1:20.299,9.0,1:23.918
2024,Italian Grand Prix,ALO,Aston Martin,10.0,1:22.314,9.0,1:21.316,11.0,1:20.968,11,80.617,10.0,1:20.617,80.421,11.0,1:20.421,,,,11.0,1:22.944
2024,Italian Grand Prix,BOT,Sauber,5.0,1:22.126,11.0,1:21.460,19.0,1:21.356,19,81.101,19.0,1:21.100,,,,,,,16.0,1:23.608
2024,Italian Grand Prix,COL,Williams,18.0,1:22.879,17.0,1:21.784,9.0,1:20.905,18,81.061,18.0,1:21.061,,,,,,,12.0,1:23.727
2024,Italian Grand Prix,GAS,Alpine,14.0,1:22.763,18.0,1:21.819,14.0,1:21.155,14,80.748,11.0,1:20.748,80.738,14.0,1:20.737,,,,15.0,1:23.754
2024,Italian Grand Prix,HAM,Mercedes,7.0,1:22.213,1.0,1:20.737,1.0,1:20.117,6,80.477,7.0,1:20.477,79.641,1.0,1:19.641,79.513,6.0,1:19.513,5.0,1:21.512
2024,Italian Grand Prix,HUL,Haas,19.0,1:23.156,7.0,1:21.140,10.0,1:20.942,10,80.781,13.0,1:20.781,80.411,10.0,1:20.411,80.339,10.0,1:20.338,17.0,1:23.275
2024,Italian Grand Prix,LEC,Ferrari,2.0,1:21.903,5.0,1:20.891,3.0,1:20.225,4,80.074,2.0,1:20.073,80.007,7.0,1:20.007,79.461,4.0,1:19.460,1.0,1:23.225
2024,Italian Grand Prix,MAG,Haas,11.0,1:22.572,12.0,1:21.498,16.0,1:21.207,13,80.856,14.0,1:20.855,80.698,13.0,1:20.697,,,,10.0,1:23.436
2024,Italian Grand Prix,NOR,McLaren,3.0,1:21.917,2.0,1:20.740,5.0,1:20.262,1,79.911,1.0,1:19.911,79.727,3.0,1:19.727,79.327,1.0,1:19.326,3.0,1:21.432
2024,Italian Grand Prix,OCO,Alpine,17.0,1:22.879,19.0,1:21.867,17.0,1:21.257,15,80.764,12.0,1:20.763,80.766,15.0,1:20.766,,,,14.0,1:24.343
2024,Italian Grand Prix,PER,Red Bull,9.0,1:22.311,15.0,1:21.677,18.0,1:21.287,8,80.598,9.0,1:20.597,80.216,8.0,1:20.215,80.062,8.0,1:20.061,8.0,1:22.971
2024,Italian Grand Prix,PIA,McLaren,6.0,1:22.198,4.0,1:20.858,4.0,1:20.251,2,80.076,3.0,1:20.075,79.808,5.0,1:19.808,79.436,2.0,1:19.436,2.0,1:21.942
2024,Italian Grand Prix,RIC,RB,12.0,1:22.605,8.0,1:21.299,12.0,1:21.076,12,80.901,15.0,1:20.900,80.479,12.0,1:20.478,,,,13.0,1:24.218
2024,Italian Grand Prix,RUS,Mercedes,,,6.0,1:21.085,2.0,1:20.209,3,80.169,5.0,1:20.168,79.877,6.0,1:19.876,79.44,3.0,1:19.439,7.0,1:22.036
2024,Italian Grand Prix,SAI,Ferrari,4.0,1:22.126,3.0,1:20.840,7.0,1:20.462,5,80.149,4.0,1:20.149,79.799,4.0,1:19.799,79.467,5.0,1:19.466,4.0,1:23.218
2024,Italian Grand Prix,STR,Aston Martin,16.0,1:22.864,10.0,1:21.362,15.0,1:21.156,17,81.013,17.0,1:21.013,,,,,,,19.0,1:22.231
2024,Italian Grand Prix,TSU,RB,13.0,1:22.713,16.0,1:21.734,13.0,1:21.141,16,80.945,16.0,1:20.944,,,,,,,20.0,1:26.197
2024,Italian Grand Prix,VER,Red Bull,1.0,1:21.676,14.0,1:21.609,6.0,1:20.367,7,80.226,6.0,1:20.225,79.662,2.0,1:19.662,80.022,7.0,1:20.022,6.0,1:21.745
2024,Italian Grand Prix,ZHO,Sauber,15.0,1:22.853,20.0,1:22.222,20.0,1:22.034,20,81.445,20.0,1:21.444,,,,,,,18.0,1:25.091
2024,Japanese Grand Prix,ALB,Williams,12.0,1:31.942,,,11.0,1:30.533,14,89.963,15.0,1:29.962,89.714,14.0,1:29.713,,,,20.0,
2024,Japanese Grand Prix,ALO,Aston Martin,7.0,1:30.599,,,5.0,1:30.081,5,89.254,2.0,1:29.254,89.082,5.0,1:29.081,88.686,5.0,1:28.686,6.0,1:34.725
2024,Japanese Grand Prix,BOT,Sauber,14.0,1:32.054,,,12.0,1:30.546,13,89.602,8.0,1:29.602,89.593,13.0,1:29.593,,,,14.0,1:36.608
2024,Japanese Grand Prix,GAS,Alpine,17.0,1:32.277,,,17.0,1:31.141,17,90.119,17.0,1:30.118,,,,,,,16.0,1:36.641
2024,Japanese Grand Prix,HAM,Mercedes,5.0,1:30.543,2.0,1:35.225,4.0,1:30.037,7,89.661,9.0,1:29.661,88.887,3.0,1:28.887,88.766,7.0,1:28.766,9.0,1:33.951
2024,Japanese Grand Prix,HUL,Haas,13.0,1:31.957,,,16.0,1:31.138,12,89.821,14.0,1:29.820,89.494,12.0,1:29.493,,,,11.0,1:35.325
2024,Japanese Grand Prix,LEC,Ferrari,6.0,1:30.558,3.0,1:38.760,10.0,1:30.382,8,89.338,4.0,1:29.337,89.196,9.0,1:29.195,88.786,8.0,1:28.786,4.0,1:35.043
2024,Japanese Grand Prix,MAG,Haas,19.0,1:32.802,,,20.0,1:31.462,18,90.131,18.0,1:30.131,,,,,,,13.0,1:36.653
2024,Japanese Grand Prix,NOR,McLaren,10.0,1:31.239,,,6.0,1:30.137,3,89.536,7.0,1:29.536,88.94,4.0,1:28.939,88.489,3.0,1:28.489,5.0,1:35.186
2024,Japanese Grand Prix,OCO,Alpine,11.0,1:31.935,,,14.0,1:31.022,15,89.811,13.0,1:29.811,89.816,15.0,1:29.816,,,,15.0,1:36.231
2024,Japanese Grand Prix,PER,Red Bull,2.0,1:30.236,,,2.0,1:29.831,2,89.303,3.0,1:29.302,88.752,2.0,1:28.751,88.263,2.0,1:28.263,2.0,1:33.944
2024,Japanese Grand Prix,PIA,McLaren,8.0,1:31.165,1.0,1:34.724,8.0,1:30.225,6,89.425,5.0,1:29.424,89.148,8.0,1:29.147,88.76,6.0,1:28.760,8.0,1:34.802
2024,Japanese Grand Prix,RIC,RB,,,,,13.0,1:30.682,11,89.727,10.0,1:29.727,89.472,11.0,1:29.471,,,,19.0,
2024,Japanese Grand Prix,RUS,Mercedes,4.0,1:30.530,,,3.0,1:29.918,9,89.799,12.0,1:29.799,89.14,7.0,1:29.140,89.008,9.0,1:29.007,7.0,1:34.403
2024,Japanese Grand Prix,SAI,Ferrari,3.0,1:30.269,,,7.0,1:30.171,4,89.513,6.0,1:29.513,89.099,6.0,1:29.099,88.682,4.0,1:28.682,3.0,1:33.840
2024,Japanese Grand Prix,SAR,Williams,20.0,1:33.203,,,19.0,1:31.451,19,90.139,19.0,1:30.138,,,,,,,17.0,1:34.900
2024,Japanese Grand Prix,STR,Aston Martin,15.0,1:32.055,,,18.0,1:31.341,16,90.024,16.0,1:30.024,,,,,,,12.0,1:35.798
2024,Japanese Grand Prix,TSU,RB,9.0,1:31.230,4.0,1:40.945,9.0,1:30.340,10,89.775,11.0,1:29.775,89.417,10.0,1:29.417,89.413,10.0,1:29.412,10.0,1:36.341
2024,Japanese Grand Prix,VER,Red Bull,1.0,1:30.055,,,1.0,1:29.563,1,88.866,1.0,1:28.865,88.74,1.0,1:28.739,88.197,1.0,1:28.197,1.0,1:33.706
2024,Japanese Grand Prix,ZHO,Sauber,18.0,1:32.638,,,15.0,1:31.066,20,90.143,20.0,1:30.143,,,,,,,18.0,1:37.159
2024,Las Vegas Grand Prix,ALB,Williams,13.0,1:36.947,20.0,1:39.629,7.0,1:34.406,18,94.425,18.0,1:34.424,,,,,,,19.0,1:38.007
2024,Las Vegas Grand Prix,ALO,Aston Martin,7.0,1:36.262,14.0,1:35.439,15.0,1:35.938,17,94.258,17.0,1:34.257,,,,,,,11.0,1:36.552
2024,Las Vegas Grand Prix,BOT,Sauber,16.0,1:37.765,11.0,1:35.019,17.0,1:36.412,19,94.43,19.0,1:34.430,,,,,,,18.0,1:36.600
2024,Las Vegas Grand Prix,COL,Williams,17.0,1:38.025,18.0,1:35.867,8.0,1:34.722,14,93.746,9.0,1:33.745,93.749,14.0,1:33.748,,,,14.0,1:36.867
2024,Las Vegas Grand Prix,GAS,Alpine,9.0,1:36.477,6.0,1:34.650,10.0,1:34.905,3,93.691,8.0,1:33.691,92.879,4.0,1:32.879,92.664,3.0,1:32.664,20.0,1:38.313
2024,Las Vegas Grand Prix,HAM,Mercedes,1.0,1:35.001,1.0,1:33.825,6.0,1:34.340,10,93.225,2.0,1:33.224,92.567,1.0,1:32.566,108.106,10.0,1:48.105,2.0,1:35.480
2024,Las Vegas Grand Prix,HUL,Haas,15.0,1:37.200,9.0,1:34.817,11.0,1:34.908,9,93.92,11.0,1:33.920,93.114,10.0,1:33.114,93.062,9.0,1:33.061,8.0,1:36.584
2024,Las Vegas Grand Prix,LAW,RB,20.0,1:38.730,15.0,1:35.671,18.0,1:36.543,15,94.087,15.0,1:34.087,94.257,15.0,1:34.257,,,,16.0,1:36.980
2024,Las Vegas Grand Prix,LEC,Ferrari,4.0,1:36.007,5.0,1:34.313,12.0,1:34.941,4,93.446,4.0,1:33.445,93.016,5.0,1:33.016,92.783,4.0,1:32.783,4.0,1:35.674
2024,Las Vegas Grand Prix,MAG,Haas,11.0,1:36.811,7.0,1:34.686,9.0,1:34.882,12,93.991,13.0,1:33.990,93.297,12.0,1:33.296,,,,12.0,1:36.557
2024,Las Vegas Grand Prix,NOR,McLaren,3.0,1:35.953,2.0,1:33.835,4.0,1:34.007,6,93.592,7.0,1:33.591,93.099,9.0,1:33.099,93.008,6.0,1:33.007,6.0,1:34.876
2024,Las Vegas Grand Prix,OCO,Alpine,14.0,1:37.152,12.0,1:35.221,14.0,1:35.459,11,93.968,12.0,1:33.968,93.221,11.0,1:33.221,,,,17.0,1:36.510
2024,Las Vegas Grand Prix,PER,Red Bull,10.0,1:36.536,19.0,1:36.055,13.0,1:35.061,16,94.155,16.0,1:34.155,,,,,,,10.0,1:36.325
2024,Las Vegas Grand Prix,PIA,McLaren,8.0,1:36.450,8.0,1:34.798,2.0,1:33.784,8,93.45,5.0,1:33.450,93.024,6.0,1:33.024,93.033,8.0,1:33.033,7.0,1:36.597
2024,Las Vegas Grand Prix,RUS,Mercedes,2.0,1:35.397,3.0,1:34.015,1.0,1:33.569,1,93.186,1.0,1:33.186,92.779,3.0,1:32.778,92.312,1.0,1:32.311,1.0,1:35.716
2024,Las Vegas Grand Prix,SAI,Ferrari,6.0,1:36.218,4.0,1:34.105,3.0,1:33.918,2,93.484,6.0,1:33.483,92.711,2.0,1:32.710,92.41,2.0,1:32.409,3.0,1:35.875
2024,Las Vegas Grand Prix,STR,Aston Martin,12.0,1:36.816,13.0,1:35.251,19.0,1:36.950,20,94.484,20.0,1:34.483,,,,,,,15.0,1:37.179
2024,Las Vegas Grand Prix,TSU,RB,19.0,1:38.573,10.0,1:34.996,16.0,1:36.215,7,93.789,10.0,1:33.789,93.089,8.0,1:33.088,93.029,7.0,1:33.028,9.0,1:36.956
2024,Las Vegas Grand Prix,VER,Red Bull,5.0,1:36.037,17.0,1:35.834,5.0,1:34.137,5,93.299,3.0,1:33.299,93.085,7.0,1:33.084,92.797,5.0,1:32.796,5.0,1:36.248
2024,Las Vegas Grand Prix,ZHO,Sauber,18.0,1:38.349,16.0,1:35.765,20.0,1:36.987,13,94.079,14.0,1:34.078,93.566,13.0,1:33.566,,,,13.0,1:36.323
2024,Mexico City Grand Prix,ALB,Williams,17.0,1:19.811,,,11.0,1:17.510,9,77.189,9.0,1:17.188,76.988,7.0,1:16.987,77.065,9.0,1:17.064,19.0,
2024,Mexico City Grand Prix,ALO,Aston Martin,,,11.0,1:18.578,15.0,1:17.798,13,77.307,12.0,1:17.307,77.168,13.0,1:17.168,,,,18.0,1:22.721
2024,Mexico City Grand Prix,BOT,Sauber,8.0,1:19.048,8.0,1:18.350,12.0,1:17.638,15,77.393,14.0,1:17.393,77.817,15.0,1:17.816,,,,14.0,1:21.084
2024,Mexico City Grand Prix,COL,Williams,11.0,1:19.108,15.0,1:18.908,13.0,1:17.712,16,77.558,16.0,1:17.558,,,,,,,12.0,1:20.090
2024,Mexico City Grand Prix,GAS,Alpine,15.0,1:19.340,16.0,1:18.941,20.0,1:18.453,8,77.149,6.0,1:17.149,77.048,10.0,1:17.048,76.892,8.0,1:16.891,10.0,1:21.274
2024,Mexico City Grand Prix,HAM,Mercedes,,,7.0,1:18.278,5.0,1:17.060,6,77.306,11.0,1:17.305,76.973,6.0,1:16.972,76.651,6.0,1:16.650,4.0,1:20.370
2024,Mexico City Grand Prix,HUL,Haas,5.0,1:18.903,12.0,1:18.620,16.0,1:17.819,10,77.186,8.0,1:17.186,76.995,8.0,1:16.995,77.365,10.0,1:17.364,9.0,1:20.748
2024,Mexico City Grand Prix,LAW,RB,9.0,1:19.093,10.0,1:18.560,10.0,1:17.493,12,77.38,13.0,1:17.379,77.162,12.0,1:17.162,,,,16.0,1:19.501
2024,Mexico City Grand Prix,LEC,Ferrari,,,4.0,1:17.887,6.0,1:17.231,4,76.972,4.0,1:16.971,76.641,4.0,1:16.641,76.265,4.0,1:16.265,3.0,1:18.335
2024,Mexico City Grand Prix,MAG,Haas,14.0,1:19.334,6.0,1:18.239,9.0,1:17.474,7,77.125,5.0,1:17.125,77.003,9.0,1:17.003,76.886,7.0,1:16.885,7.0,1:20.637
2024,Mexico City Grand Prix,NOR,McLaren,,,5.0,1:17.947,2.0,1:16.551,3,76.505,1.0,1:16.504,76.301,1.0,1:16.301,76.26,3.0,1:16.260,2.0,1:19.691
2024,Mexico City Grand Prix,OCO,Alpine,7.0,1:18.995,13.0,1:18.656,18.0,1:18.323,19,77.617,19.0,1:17.617,,,,,,,13.0,1:20.659
2024,Mexico City Grand Prix,PER,Red Bull,10.0,1:19.093,9.0,1:18.391,14.0,1:17.787,18,77.611,18.0,1:17.611,,,,,,,17.0,1:19.209
2024,Mexico City Grand Prix,PIA,McLaren,6.0,1:18.957,2.0,1:17.876,1.0,1:16.492,17,77.597,17.0,1:17.596,,,,,,,8.0,1:20.063
2024,Mexico City Grand Prix,RUS,Mercedes,1.0,1:17.998,18.0,1:19.040,8.0,1:17.340,5,77.194,10.0,1:17.194,76.937,5.0,1:16.936,76.356,5.0,1:16.355,5.0,1:20.730
2024,Mexico City Grand Prix,SAI,Ferrari,2.0,1:18.314,1.0,1:17.698,3.0,1:16.831,1,76.778,2.0,1:16.778,76.515,3.0,1:16.515,75.946,1.0,1:15.945,1.0,1:20.137
2024,Mexico City Grand Prix,STR,Aston Martin,16.0,1:19.599,14.0,1:18.890,17.0,1:17.900,14,77.407,15.0,1:17.406,77.294,14.0,1:17.293,,,,11.0,1:21.311
2024,Mexico City Grand Prix,TSU,RB,3.0,1:18.698,3.0,1:17.878,7.0,1:17.302,11,77.182,7.0,1:17.182,77.129,11.0,1:17.129,,,,20.0,
2024,Mexico City Grand Prix,VER,Red Bull,4.0,1:18.838,,,4.0,1:17.003,2,76.803,3.0,1:16.802,76.514,2.0,1:16.513,76.171,2.0,1:16.171,6.0,1:20.871
2024,Mexico City Grand Prix,ZHO,Sauber,,,17.0,1:18.980,19.0,1:18.427,20,78.072,20.0,1:18.072,,,,,,,15.0,1:21.552
2024,Monaco Grand Prix,ALB,Williams,15.0,1:13.424,9.0,1:12.257,12.0,1:12.180,9,71.623,6.0,1:11.623,71.216,10.0,1:11.215,70.948,9.0,1:10.947,9.0,1:17.060
2024,Monaco Grand Prix,ALO,Aston Martin,6.0,1:12.775,3.0,1:11.753,10.0,1:12.087,14,72.019,16.0,1:12.019,,,,,,,11.0,1:17.938
2024,Monaco Grand Prix,BOT,Kick Sauber,,,,,,,17,72.512,19.0,1:12.512,,,,,,,13.0,1:16.561
