season,race_name,driver,team,fp1_pos,fp1_time_fastest_lap,fp2_pos,fp2_time_fastest_lap,fp3_pos,fp3_time_fastest_lap,Qualifying_Final_Grid_Position,Q1_fastest_lap,Q2_fastest_lap,Q3_fastest_lap,Race_Finishing_Position,fastest_lap
2024,Emilia Romagna Grand Prix,PIA,McLaren,9.0,1:17.807,2.0,1:16.097,1.0,1:15.528,2.0,1:15.939,1:15.406,1:14.819,4.0,1:19.906
2024,Emilia Romagna Grand Prix,RIC,RB,13.0,1:18.141,11.0,1:16.966,11.0,1:16.560,9.0,1:16.060,1:15.691,1:15.674,13.0,1:21.569
2024,Emilia Romagna Grand Prix,RUS,Mercedes,2.0,1:17.093,5.0,1:16.311,5.0,1:16.094,6.0,1:16.106,1:15.671,1:15.233,7.0,1:18.588
2024,Emilia Romagna Grand Prix,SAI,Ferrari,3.0,1:17.120,6.0,1:16.423,3.0,1:16.066,5.0,1:16.015,1:15.512,1:15.233,5.0,1:20.219
2024,Emilia Romagna Grand Prix,SAR,Williams,18.0,1:19.900,20.0,1:17.847,15.0,1:16.793,20.0,,,,17.0,1:21.228
2024,Emilia Romagna Grand Prix,STR,Aston Martin,12.0,1:18.072,13.0,1:16.990,9.0,1:16.543,13.0,1:16.457,1:15.992,,9.0,1:20.569
2024,Emilia Romagna Grand Prix,TSU,RB,6.0,1:17.388,3.0,1:16.286,13.0,1:16.668,7.0,1:15.894,1:15.358,1:15.465,10.0,1:20.936
2024,Emilia Romagna Grand Prix,VER,Red Bull,5.0,1:17.239,7.0,1:16.447,6.0,1:16.365,,,,,,
2024,Emilia Romagna Grand Prix,VER,Red Bull Racing,,,,,,,1.0,1:15.762,1:15.176,1:14.745,1.0,1:20.365
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,,,,,,,17.0,1:16.834,,,15.0,1:21.016
2024,Emilia Romagna Grand Prix,ZHO,Sauber,17.0,1:19.129,19.0,1:17.605,20.0,1:17.891,,,,,,
2024,Hungarian Grand Prix,ALB,Williams,14.0,1:19.793,9.0,1:18.513,7.0,1:16.661,13.0,1:17.280,1:16.429,,14.0,1:23.930
2024,Hungarian Grand Prix,ALO,Aston Martin,13.0,1:19.686,10.0,1:18.519,14.0,1:17.001,7.0,1:17.623,1:16.117,1:16.043,11.0,1:23.063
2024,Hungarian Grand Prix,BOT,Kick Sauber,,,,,,,12.0,1:17.486,1:16.384,,16.0,1:22.792
2024,Hungarian Grand Prix,BOT,Sauber,15.0,1:19.804,11.0,1:18.585,12.0,1:16.804,,,,,,
2024,Hungarian Grand Prix,GAS,Alpine,17.0,1:19.975,16.0,1:18.888,18.0,1:17.498,20.0,1:18.165,,,20.0,1:23.340
2024,Hungarian Grand Prix,HAM,Mercedes,10.0,1:19.287,7.0,1:18.362,10.0,1:16.786,5.0,1:17.087,1:16.307,1:15.853,3.0,1:22.153
2024,Hungarian Grand Prix,HUL,Haas,,,15.0,1:18.790,8.0,1:16.695,,,,,,
2024,Hungarian Grand Prix,HUL,Haas F1 Team,,,,,,,11.0,1:17.361,1:16.316,,13.0,1:23.460
2024,Hungarian Grand Prix,LEC,Ferrari,3.0,1:19.010,18.0,1:19.286,11.0,1:16.802,6.0,1:17.436,1:15.891,1:15.905,4.0,1:22.182
2024,Hungarian Grand Prix,MAG,Haas,19.0,1:20.295,6.0,1:18.314,19.0,1:17.507,,,,,,
2024,Hungarian Grand Prix,MAG,Haas F1 Team,,,,,,,15.0,1:17.850,1:16.548,,15.0,1:23.552
2024,Hungarian Grand Prix,NOR,McLaren,6.0,1:19.210,1.0,1:17.787,1.0,1:16.097,1.0,1:17.754,1:15.540,1:15.227,2.0,1:21.712
2024,Hungarian Grand Prix,OCO,Alpine,18.0,1:20.022,14.0,1:18.754,20.0,1:17.575,19.0,1:18.049,,,18.0,1:21.609
2024,Hungarian Grand Prix,PER,Red Bull,11.0,1:19.439,4.0,1:18.254,13.0,1:16.953,,,,,,
2024,Hungarian Grand Prix,PER,Red Bull Racing,,,,,,,16.0,1:17.885,,,7.0,1:21.096
2024,Hungarian Grand Prix,PIA,McLaren,7.0,1:19.248,13.0,1:18.617,2.0,1:16.141,2.0,1:17.504,1:15.784,1:15.248,1.0,1:21.715
2024,Hungarian Grand Prix,RIC,RB,12.0,1:19.578,8.0,1:18.370,6.0,1:16.652,9.0,1:17.049,1:16.201,1:16.447,12.0,1:22.640
2024,Hungarian Grand Prix,RUS,Mercedes,4.0,1:19.137,5.0,1:18.293,4.0,1:16.563,17.0,1:17.968,,,8.0,1:20.305
2024,Hungarian Grand Prix,SAI,Ferrari,1.0,1:18.712,3.0,1:18.185,5.0,1:16.638,4.0,1:17.243,1:15.885,1:15.695,6.0,1:21.441
2024,Hungarian Grand Prix,SAR,Williams,16.0,1:19.885,12.0,1:18.611,16.0,1:17.168,14.0,1:17.769,1:16.543,,17.0,1:20.561
2024,Hungarian Grand Prix,STR,Aston Martin,9.0,1:19.265,17.0,1:19.179,15.0,1:17.084,8.0,1:17.405,1:16.075,1:16.243,10.0,1:22.337
2024,Hungarian Grand Prix,TSU,RB,8.0,1:19.260,19.0,1:19.605,9.0,1:16.743,10.0,1:17.436,1:16.120,1:16.477,9.0,1:23.533
2024,Hungarian Grand Prix,VER,Red Bull,2.0,1:18.989,2.0,1:18.031,3.0,1:16.379,,,,,,
2024,Hungarian Grand Prix,VER,Red Bull Racing,,,,,,,3.0,1:17.087,1:15.769,1:15.272,5.0,1:20.908
2024,Hungarian Grand Prix,ZHO,Kick Sauber,,,,,,,18.0,1:18.037,,,19.0,1:23.486
2024,Hungarian Grand Prix,ZHO,Sauber,5.0,1:19.180,20.0,1:20.066,17.0,1:17.290,,,,,,
2024,Italian Grand Prix,ALB,Williams,8.0,1:22.219,13.0,1:21.591,8.0,1:20.596,9.0,1:20.542,1:20.313,1:20.299,9.0,1:23.918
2024,Italian Grand Prix,ALO,Aston Martin,10.0,1:22.314,9.0,1:21.316,11.0,1:20.968,11.0,1:20.617,1:20.421,,11.0,1:22.944
2024,Italian Grand Prix,BOT,Kick Sauber,,,,,,,19.0,1:21.100,,,16.0,1:23.608
2024,Italian Grand Prix,BOT,Sauber,5.0,1:22.126,11.0,1:21.460,19.0,1:21.356,,,,,,
2024,Italian Grand Prix,COL,Williams,18.0,1:22.879,17.0,1:21.784,9.0,1:20.905,18.0,1:21.061,,,12.0,1:23.727
2024,Italian Grand Prix,GAS,Alpine,14.0,1:22.763,18.0,1:21.819,14.0,1:21.155,14.0,1:20.748,1:20.737,,15.0,1:23.754
2024,Italian Grand Prix,HAM,Mercedes,7.0,1:22.213,1.0,1:20.737,1.0,1:20.117,6.0,1:20.477,1:19.641,1:19.513,5.0,1:21.512
2024,Italian Grand Prix,HUL,Haas,19.0,1:23.156,7.0,1:21.140,10.0,1:20.942,,,,,,
2024,Italian Grand Prix,HUL,Haas F1 Team,,,,,,,10.0,1:20.781,1:20.411,1:20.338,17.0,1:23.275
2024,Italian Grand Prix,LEC,Ferrari,2.0,1:21.903,5.0,1:20.891,3.0,1:20.225,4.0,1:20.073,1:20.007,1:19.460,1.0,1:23.225
2024,Italian Grand Prix,MAG,Haas,11.0,1:22.572,12.0,1:21.498,16.0,1:21.207,,,,,,
2024,Italian Grand Prix,MAG,Haas F1 Team,,,,,,,13.0,1:20.855,1:20.697,,10.0,1:23.436
2024,Italian Grand Prix,NOR,McLaren,3.0,1:21.917,2.0,1:20.740,5.0,1:20.262,1.0,1:19.911,1:19.727,1:19.326,3.0,1:21.432
2024,Italian Grand Prix,OCO,Alpine,17.0,1:22.879,19.0,1:21.867,17.0,1:21.257,15.0,1:20.763,1:20.766,,14.0,1:24.343
2024,Italian Grand Prix,PER,Red Bull,9.0,1:22.311,15.0,1:21.677,18.0,1:21.287,,,,,,
2024,Italian Grand Prix,PER,Red Bull Racing,,,,,,,8.0,1:20.597,1:20.215,1:20.061,8.0,1:22.971
2024,Italian Grand Prix,PIA,McLaren,6.0,1:22.198,4.0,1:20.858,4.0,1:20.251,2.0,1:20.075,1:19.808,1:19.436,2.0,1:21.942
2024,Italian Grand Prix,RIC,RB,12.0,1:22.605,8.0,1:21.299,12.0,1:21.076,12.0,1:20.900,1:20.478,,13.0,1:24.218
2024,Italian Grand Prix,RUS,Mercedes,,,6.0,1:21.085,2.0,1:20.209,3.0,1:20.168,1:19.876,1:19.439,7.0,1:22.036
2024,Italian Grand Prix,SAI,Ferrari,4.0,1:22.126,3.0,1:20.840,7.0,1:20.462,5.0,1:20.149,1:19.799,1:19.466,4.0,1:23.218
2024,Italian Grand Prix,STR,Aston Martin,16.0,1:22.864,10.0,1:21.362,15.0,1:21.156,17.0,1:21.013,,,19.0,1:22.231
2024,Italian Grand Prix,TSU,RB,13.0,1:22.713,16.0,1:21.734,13.0,1:21.141,16.0,1:20.944,,,20.0,1:26.197
2024,Italian Grand Prix,VER,Red Bull,1.0,1:21.676,14.0,1:21.609,6.0,1:20.367,,,,,,
2024,Italian Grand Prix,VER,Red Bull Racing,,,,,,,7.0,1:20.225,1:19.662,1:20.022,6.0,1:21.745
2024,Italian Grand Prix,ZHO,Kick Sauber,,,,,,,20.0,1:21.444,,,18.0,1:25.091
2024,Italian Grand Prix,ZHO,Sauber,15.0,1:22.853,20.0,1:22.222,20.0,1:22.034,,,,,,
2024,Japanese Grand Prix,ALB,Williams,12.0,1:31.942,,,11.0,1:30.533,14.0,1:29.962,1:29.713,,20.0,
2024,Japanese Grand Prix,ALO,Aston Martin,7.0,1:30.599,,,5.0,1:30.081,5.0,1:29.254,1:29.081,1:28.686,6.0,1:34.725
2024,Japanese Grand Prix,BOT,Kick Sauber,,,,,,,13.0,1:29.602,1:29.593,,14.0,1:36.608
2024,Japanese Grand Prix,BOT,Sauber,14.0,1:32.054,,,12.0,1:30.546,,,,,,
2024,Japanese Grand Prix,GAS,Alpine,17.0,1:32.277,,,17.0,1:31.141,17.0,1:30.118,,,16.0,1:36.641
2024,Japanese Grand Prix,HAM,Mercedes,5.0,1:30.543,2.0,1:35.225,4.0,1:30.037,7.0,1:29.661,1:28.887,1:28.766,9.0,1:33.951
2024,Japanese Grand Prix,HUL,Haas,13.0,1:31.957,,,16.0,1:31.138,,,,,,
2024,Japanese Grand Prix,HUL,Haas F1 Team,,,,,,,12.0,1:29.820,1:29.493,,11.0,1:35.325
2024,Japanese Grand Prix,LEC,Ferrari,6.0,1:30.558,3.0,1:38.760,10.0,1:30.382,8.0,1:29.337,1:29.195,1:28.786,4.0,1:35.043
2024,Japanese Grand Prix,MAG,Haas,19.0,1:32.802,,,20.0,1:31.462,,,,,,
2024,Japanese Grand Prix,MAG,Haas F1 Team,,,,,,,18.0,1:30.131,,,13.0,1:36.653
2024,Japanese Grand Prix,NOR,McLaren,10.0,1:31.239,,,6.0,1:30.137,3.0,1:29.536,1:28.939,1:28.489,5.0,1:35.186
2024,Japanese Grand Prix,OCO,Alpine,11.0,1:31.935,,,14.0,1:31.022,15.0,1:29.811,1:29.816,,15.0,1:36.231
2024,Japanese Grand Prix,PER,Red Bull,2.0,1:30.236,,,2.0,1:29.831,,,,,,
2024,Japanese Grand Prix,PER,Red Bull Racing,,,,,,,2.0,1:29.302,1:28.751,1:28.263,2.0,1:33.944
2024,Japanese Grand Prix,PIA,McLaren,8.0,1:31.165,1.0,1:34.724,8.0,1:30.225,6.0,1:29.424,1:29.147,1:28.760,8.0,1:34.802
2024,Japanese Grand Prix,RIC,RB,,,,,13.0,1:30.682,11.0,1:29.727,1:29.471,,19.0,
2024,Japanese Grand Prix,RUS,Mercedes,4.0,1:30.530,,,3.0,1:29.918,9.0,1:29.799,1:29.140,1:29.007,7.0,1:34.403
2024,Japanese Grand Prix,SAI,Ferrari,3.0,1:30.269,,,7.0,1:30.171,4.0,1:29.513,1:29.099,1:28.682,3.0,1:33.840
2024,Japanese Grand Prix,SAR,Williams,20.0,1:33.203,,,19.0,1:31.451,19.0,1:30.138,,,17.0,1:34.900
2024,Japanese Grand Prix,STR,Aston Martin,15.0,1:32.055,,,18.0,1:31.341,16.0,1:30.024,,,12.0,1:35.798
2024,Japanese Grand Prix,TSU,RB,9.0,1:31.230,4.0,1:40.945,9.0,1:30.340,10.0,1:29.775,1:29.417,1:29.412,10.0,1:36.341
2024,Japanese Grand Prix,VER,Red Bull,1.0,1:30.055,,,1.0,1:29.563,,,,,,
2024,Japanese Grand Prix,VER,Red Bull Racing,,,,,,,1.0,1:28.865,1:28.739,1:28.197,1.0,1:33.706
2024,Japanese Grand Prix,ZHO,Kick Sauber,,,,,,,20.0,1:30.143,,,18.0,1:37.159
2024,Japanese Grand Prix,ZHO,Sauber,18.0,1:32.638,,,15.0,1:31.066,,,,,,
2024,Las Vegas Grand Prix,ALB,Williams,13.0,1:36.947,20.0,1:39.629,7.0,1:34.406,18.0,1:34.424,,,19.0,1:38.007
2024,Las Vegas Grand Prix,ALO,Aston Martin,7.0,1:36.262,14.0,1:35.439,15.0,1:35.938,17.0,1:34.257,,,11.0,1:36.552
2024,Las Vegas Grand Prix,BOT,Kick Sauber,,,,,,,19.0,1:34.430,,,18.0,1:36.600
2024,Las Vegas Grand Prix,BOT,Sauber,16.0,1:37.765,11.0,1:35.019,17.0,1:36.412,,,,,,
2024,Las Vegas Grand Prix,COL,Williams,17.0,1:38.025,18.0,1:35.867,8.0,1:34.722,14.0,1:33.745,1:33.748,,14.0,1:36.867
2024,Las Vegas Grand Prix,GAS,Alpine,9.0,1:36.477,6.0,1:34.650,10.0,1:34.905,3.0,1:33.691,1:32.879,1:32.664,20.0,1:38.313
2024,Las Vegas Grand Prix,HAM,Mercedes,1.0,1:35.001,1.0,1:33.825,6.0,1:34.340,10.0,1:33.224,1:32.566,1:48.105,2.0,1:35.480
2024,Las Vegas Grand Prix,HUL,Haas,15.0,1:37.200,9.0,1:34.817,11.0,1:34.908,,,,,,
2024,Las Vegas Grand Prix,HUL,Haas F1 Team,,,,,,,9.0,1:33.920,1:33.114,1:33.061,8.0,1:36.584
2024,Las Vegas Grand Prix,LAW,RB,20.0,1:38.730,15.0,1:35.671,18.0,1:36.543,15.0,1:34.087,1:34.257,,16.0,1:36.980
2024,Las Vegas Grand Prix,LEC,Ferrari,4.0,1:36.007,5.0,1:34.313,12.0,1:34.941,4.0,1:33.445,1:33.016,1:32.783,4.0,1:35.674
2024,Las Vegas Grand Prix,MAG,Haas,11.0,1:36.811,7.0,1:34.686,9.0,1:34.882,,,,,,
2024,Las Vegas Grand Prix,MAG,Haas F1 Team,,,,,,,12.0,1:33.990,1:33.296,,12.0,1:36.557
2024,Las Vegas Grand Prix,NOR,McLaren,3.0,1:35.953,2.0,1:33.835,4.0,1:34.007,6.0,1:33.591,1:33.099,1:33.007,6.0,1:34.876
2024,Las Vegas Grand Prix,OCO,Alpine,14.0,1:37.152,12.0,1:35.221,14.0,1:35.459,11.0,1:33.968,1:33.221,,17.0,1:36.510
2024,Las Vegas Grand Prix,PER,Red Bull,10.0,1:36.536,19.0,1:36.055,13.0,1:35.061,,,,,,
2024,Las Vegas Grand Prix,PER,Red Bull Racing,,,,,,,16.0,1:34.155,,,10.0,1:36.325
2024,Las Vegas Grand Prix,PIA,McLaren,8.0,1:36.450,8.0,1:34.798,2.0,1:33.784,8.0,1:33.450,1:33.024,1:33.033,7.0,1:36.597
2024,Las Vegas Grand Prix,RUS,Mercedes,2.0,1:35.397,3.0,1:34.015,1.0,1:33.569,1.0,1:33.186,1:32.778,1:32.311,1.0,1:35.716
2024,Las Vegas Grand Prix,SAI,Ferrari,6.0,1:36.218,4.0,1:34.105,3.0,1:33.918,2.0,1:33.483,1:32.710,1:32.409,3.0,1:35.875
2024,Las Vegas Grand Prix,STR,Aston Martin,12.0,1:36.816,13.0,1:35.251,19.0,1:36.950,20.0,1:34.483,,,15.0,1:37.179
2024,Las Vegas Grand Prix,TSU,RB,19.0,1:38.573,10.0,1:34.996,16.0,1:36.215,7.0,1:33.789,1:33.088,1:33.028,9.0,1:36.956
2024,Las Vegas Grand Prix,VER,Red Bull,5.0,1:36.037,17.0,1:35.834,5.0,1:34.137,,,,,,
2024,Las Vegas Grand Prix,VER,Red Bull Racing,,,,,,,5.0,1:33.299,1:33.084,1:32.796,5.0,1:36.248
2024,Las Vegas Grand Prix,ZHO,Kick Sauber,,,,,,,13.0,1:34.078,1:33.566,,13.0,1:36.323
2024,Las Vegas Grand Prix,ZHO,Sauber,18.0,1:38.349,16.0,1:35.765,20.0,1:36.987,,,,,,
2024,Mexico City Grand Prix,ALB,Williams,17.0,1:19.811,,,11.0,1:17.510,9.0,1:17.188,1:16.987,1:17.064,19.0,
2024,Mexico City Grand Prix,ALO,Aston Martin,,,11.0,1:18.578,15.0,1:17.798,13.0,1:17.307,1:17.168,,18.0,1:22.721
2024,Mexico City Grand Prix,BOT,Kick Sauber,,,,,,,15.0,1:17.393,1:17.816,,14.0,1:21.084
2024,Mexico City Grand Prix,BOT,Sauber,8.0,1:19.048,8.0,1:18.350,12.0,1:17.638,,,,,,
2024,Mexico City Grand Prix,COL,Williams,11.0,1:19.108,15.0,1:18.908,13.0,1:17.712,16.0,1:17.558,,,12.0,1:20.090
2024,Mexico City Grand Prix,GAS,Alpine,15.0,1:19.340,16.0,1:18.941,20.0,1:18.453,8.0,1:17.149,1:17.048,1:16.891,10.0,1:21.274
2024,Mexico City Grand Prix,HAM,Mercedes,,,7.0,1:18.278,5.0,1:17.060,6.0,1:17.305,1:16.972,1:16.650,4.0,1:20.370
2024,Mexico City Grand Prix,HUL,Haas,5.0,1:18.903,12.0,1:18.620,16.0,1:17.819,,,,,,
2024,Mexico City Grand Prix,HUL,Haas F1 Team,,,,,,,10.0,1:17.186,1:16.995,1:17.364,9.0,1:20.748
2024,Mexico City Grand Prix,LAW,RB,9.0,1:19.093,10.0,1:18.560,10.0,1:17.493,12.0,1:17.379,1:17.162,,16.0,1:19.501
2024,Mexico City Grand Prix,LEC,Ferrari,,,4.0,1:17.887,6.0,1:17.231,4.0,1:16.971,1:16.641,1:16.265,3.0,1:18.335
2024,Mexico City Grand Prix,MAG,Haas,14.0,1:19.334,6.0,1:18.239,9.0,1:17.474,,,,,,
2024,Mexico City Grand Prix,MAG,Haas F1 Team,,,,,,,7.0,1:17.125,1:17.003,1:16.885,7.0,1:20.637
2024,Mexico City Grand Prix,NOR,McLaren,,,5.0,1:17.947,2.0,1:16.551,3.0,1:16.504,1:16.301,1:16.260,2.0,1:19.691
2024,Mexico City Grand Prix,OCO,Alpine,7.0,1:18.995,13.0,1:18.656,18.0,1:18.323,19.0,1:17.617,,,13.0,1:20.659
2024,Mexico City Grand Prix,PER,Red Bull,10.0,1:19.093,9.0,1:18.391,14.0,1:17.787,,,,,,
2024,Mexico City Grand Prix,PER,Red Bull Racing,,,,,,,18.0,1:17.611,,,17.0,1:19.209
2024,Mexico City Grand Prix,PIA,McLaren,6.0,1:18.957,2.0,1:17.876,1.0,1:16.492,17.0,1:17.596,,,8.0,1:20.063
2024,Mexico City Grand Prix,RUS,Mercedes,1.0,1:17.998,18.0,1:19.040,8.0,1:17.340,5.0,1:17.194,1:16.936,1:16.355,5.0,1:20.730
2024,Mexico City Grand Prix,SAI,Ferrari,2.0,1:18.314,1.0,1:17.698,3.0,1:16.831,1.0,1:16.778,1:16.515,1:15.945,1.0,1:20.137
2024,Mexico City Grand Prix,STR,Aston Martin,16.0,1:19.599,14.0,1:18.890,17.0,1:17.900,14.0,1:17.406,1:17.293,,11.0,1:21.311
2024,Mexico City Grand Prix,TSU,RB,3.0,1:18.698,3.0,1:17.878,7.0,1:17.302,11.0,1:17.182,1:17.129,,20.0,
2024,Mexico City Grand Prix,VER,Red Bull,4.0,1:18.838,,,4.0,1:17.003,,,,,,
2024,Mexico City Grand Prix,VER,Red Bull Racing,,,,,,,2.0,1:16.802,1:16.513,1:16.171,6.0,1:20.871
2024,Mexico City Grand Prix,ZHO,Kick Sauber,,,,,,,20.0,1:18.072,,,15.0,1:21.552
2024,Mexico City Grand Prix,ZHO,Sauber,,,17.0,1:18.980,19.0,1:18.427,,,,,,
2024,Monaco Grand Prix,ALB,Williams,15.0,1:13.424,9.0,1:12.257,12.0,1:12.180,9.0,1:11.623,1:11.215,1:10.947,9.0,1:17.060
2024,Monaco Grand Prix,ALO,Aston Martin,6.0,1:12.775,3.0,1:11.753,10.0,1:12.087,14.0,1:12.019,,,11.0,1:17.938
2024,Monaco Grand Prix,BOT,Kick Sauber,,,,,,,17.0,1:12.512,,,13.0,1:16.561
2024,Monaco Grand Prix,GAS,Alpine,20.0,1:15.573,17.0,1:12.750,11.0,1:12.144,10.0,1:11.713,1:10.896,1:11.311,10.0,1:15.625
2024,Monaco Grand Prix,HAM,Mercedes,1.0,1:12.168,2.0,1:11.465,3.0,1:11.709,7.0,1:11.528,1:11.055,1:10.620,7.0,1:14.165
2024,Monaco Grand Prix,HUL,Haas,16.0,1:13.575,15.0,1:12.569,13.0,1:12.191,,,,,,
2024,Monaco Grand Prix,HUL,Haas F1 Team,,,,,,,14.0,1:11.876,1:11.439,,19.0,
2024,Monaco Grand Prix,LEC,Ferrari,5.0,1:12.397,1.0,1:11.278,1.0,1:11.368,1.0,1:11.584,1:10.825,1:10.269,1.0,1:15.162
2024,Monaco Grand Prix,MAG,Haas,14.0,1:13.390,13.0,1:12.472,14.0,1:12.215,,,,,,
2024,Monaco Grand Prix,MAG,Haas F1 Team,,,,,,,15.0,1:11.831,1:11.724,,20.0,
2024,Monaco Grand Prix,NOR,McLaren,4.0,1:12.396,5.0,1:11.953,8.0,1:11.987,4.0,1:11.760,1:10.731,1:10.542,4.0,1:15.742
2024,Monaco Grand Prix,OCO,Alpine,18.0,1:14.159,14.0,1:12.554,16.0,1:12.471,11.0,1:11.887,1:11.284,,17.0,
2024,Monaco Grand Prix,PER,Red Bull,12.0,1:13.228,8.0,1:12.099,5.0,1:11.923,,,,,,
2024,Monaco Grand Prix,PER,Red Bull Racing,,,,,,,16.0,1:12.060,,,18.0,
2024,Monaco Grand Prix,PIA,McLaren,2.0,1:12.197,12.0,1:12.365,4.0,1:11.900,2.0,1:11.500,1:10.756,1:10.424,2.0,1:16.281
2024,Monaco Grand Prix,RIC,RB,9.0,1:12.900,16.0,1:12.576,18.0,1:12.828,12.0,1:11.784,1:11.481,,12.0,1:17.171
2024,Monaco Grand Prix,RUS,Mercedes,3.0,1:12.295,10.0,1:12.260,6.0,1:11.968,5.0,1:11.492,1:10.929,1:10.543,5.0,1:15.227
2024,Monaco Grand Prix,SAI,Ferrari,10.0,1:12.953,6.0,1:11.962,7.0,1:11.978,3.0,1:11.543,1:11.075,1:10.518,3.0,1:14.725
2024,Monaco Grand Prix,SAR,Williams,17.0,1:14.150,18.0,1:12.790,17.0,1:12.703,15.0,1:12.019,,,15.0,1:15.525
2024,Monaco Grand Prix,STR,Aston Martin,7.0,1:12.789,7.0,1:12.061,15.0,1:12.331,13.0,1:11.727,1:11.563,,14.0,1:16.709
2024,Monaco Grand Prix,TSU,RB,8.0,1:12.875,11.0,1:12.349,9.0,1:11.990,8.0,1:11.852,1:11.105,1:10.858,8.0,1:14.719
2024,Monaco Grand Prix,VER,Red Bull,11.0,1:12.983,4.0,1:11.813,2.0,1:11.566,,,,,,
2024,Monaco Grand Prix,VER,Red Bull Racing,,,,,,,6.0,1:11.710,1:10.745,1:10.566,6.0,1:14.569
2024,Monaco Grand Prix,ZHO,Kick Sauber,,,,,,,18.0,1:13.028,,,16.0,1:14.718
2024,Monaco Grand Prix,ZHO,Sauber,19.0,1:14.569,20.0,1:13.772,19.0,1:13.829,,,,,,
2024,Pre-Season Testing,ALB,Williams,8.0,1:32.450,9.0,1:31.650,8.0,1:30.948,11.0,1:30.679,1:30.474,,20.0,1:36.888
2024,Pre-Season Testing,ALO,Aston Martin,9.0,1:32.609,12.0,1:31.750,10.0,1:31.081,7.0,1:30.683,1:30.450,1:30.213,8.0,1:37.740
2024,Pre-Season Testing,BOT,Kick Sauber,,,,,,,19.0,1:31.572,,,16.0,1:37.524
2024,Pre-Season Testing,BOT,Sauber,18.0,1:33.484,20.0,1:32.786,19.0,1:32.097,,,,,,
2024,Pre-Season Testing,COL,Williams,,,,,,,12.0,1:30.703,1:30.480,,11.0,1:37.262
2024,Pre-Season Testing,COL,,11.0,1:32.617,16.0,1:32.057,9.0,1:30.989,,,,,,
2024,Pre-Season Testing,GAS,Alpine,13.0,1:32.694,18.0,1:32.221,14.0,1:31.367,18.0,1:31.311,,,17.0,1:36.927
2024,Pre-Season Testing,HAM,Mercedes,12.0,1:32.679,11.0,1:31.709,7.0,1:30.864,3.0,1:30.393,1:29.929,1:29.840,6.0,1:37.393
2024,Pre-Season Testing,HUL,Haas,20.0,1:33.796,10.0,1:31.667,12.0,1:31.186,,,,,,
2024,Pre-Season Testing,HUL,Haas F1 Team,,,,,,,6.0,1:30.724,1:30.150,1:30.114,9.0,1:37.469
2024,Pre-Season Testing,LEC,Ferrari,1.0,1:31.763,2.0,1:30.784,5.0,1:30.558,9.0,1:30.786,1:29.746,,5.0,1:35.370
2024,Pre-Season Testing,MAG,Haas,17.0,1:33.376,13.0,1:31.793,13.0,1:31.265,,,,,,
2024,Pre-Season Testing,MAG,Haas F1 Team,,,,,,,14.0,1:30.828,1:30.653,,19.0,1:34.754
2024,Pre-Season Testing,NOR,McLaren,2.0,1:31.838,1.0,1:30.727,1.0,1:29.646,1.0,1:30.001,1:30.007,1:29.525,1.0,1:34.924
2024,Pre-Season Testing,OCO,Alpine,10.0,1:32.614,17.0,1:32.118,16.0,1:31.558,15.0,1:30.957,1:30.769,,13.0,1:37.963
2024,Pre-Season Testing,PER,Red Bull,14.0,1:32.766,8.0,1:31.597,15.0,1:31.439,,,,,,
2024,Pre-Season Testing,PER,Red Bull Racing,,,,,,,13.0,1:30.623,1:30.578,,10.0,1:37.477
2024,Pre-Season Testing,PIA,McLaren,6.0,1:32.368,5.0,1:31.474,3.0,1:30.430,5.0,1:30.257,1:29.640,1:29.953,3.0,1:35.745
2024,Pre-Season Testing,RIC,RB,7.0,1:32.375,6.0,1:31.477,17.0,1:31.561,16.0,1:31.084,,,18.0,1:34.486
2024,Pre-Season Testing,RUS,Mercedes,16.0,1:33.334,7.0,1:31.487,2.0,1:30.125,4.0,1:30.811,1:30.153,1:29.867,4.0,1:37.046
2024,Pre-Season Testing,SAI,Ferrari,3.0,1:31.951,3.0,1:31.355,6.0,1:30.807,10.0,1:30.670,1:30.108,,7.0,1:36.561
2024,Pre-Season Testing,STR,Aston Martin,15.0,1:32.778,14.0,1:31.956,18.0,1:31.718,17.0,1:31.093,,,14.0,1:37.850
2024,Pre-Season Testing,TSU,RB,5.0,1:32.263,4.0,1:31.468,11.0,1:31.114,8.0,1:30.715,1:30.289,1:30.353,12.0,1:36.393
2024,Pre-Season Testing,VER,Red Bull,4.0,1:32.096,15.0,1:32.021,4.0,1:30.540,,,,,,
2024,Pre-Season Testing,VER,Red Bull Racing,,,,,,,2.0,1:30.156,1:29.680,1:29.727,2.0,1:35.966
2024,Pre-Season Testing,ZHO,Kick Sauber,,,,,,,20.0,1:32.054,,,15.0,1:37.460
2024,Pre-Season Testing,ZHO,Sauber,19.0,1:33.584,19.0,1:32.358,20.0,1:32.652,,,,,,
2024,Saudi Arabian Grand Prix,ALB,Williams,10.0,1:30.746,14.0,1:29.789,17.0,1:29.808,12.0,1:29.106,1:28.980,,11.0,1:32.307
2024,Saudi Arabian Grand Prix,ALO,Aston Martin,2.0,1:29.844,1.0,1:28.826,6.0,1:29.037,4.0,1:28.706,1:28.121,1:27.846,5.0,1:32.387
2024,Saudi Arabian Grand Prix,BEA,Ferrari,,,,,10.0,1:29.305,11.0,1:28.983,1:28.641,,7.0,1:32.186
